recipe_id,name,cuisine,category,ingredients,steps,calories,veg,flavor_profile,season,suitable_for_diabetes,suitable_for_bp,suitable_for_heart_condition,ingredients_length,steps_length,health_tags
3605,lemonade,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,93,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
3606,fish nihari,Pakistani,main course,"1kg fish, 2 tomato, 1 tbsp garam masala, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,799,0,spicy,all,0,,0,5,9,
3607,kashmiri tea,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,207,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3608,french fries (masala),Pakistani,snack,"flour/besan, onion, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",399,1,spicy,all,1,,0,4,13,diabetic
3609,prawns nihari,Pakistani,main course,"1kg prawns, 2 spinach, 1 tbsp ajwain, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,696,0,spicy,all,0,,0,5,9,
3610,doodh patti,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,192,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3611,lassi,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,112,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
3612,chicken handi,Pakistani,main course,"1kg chicken, 2 tomato, 1 tbsp red chili, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,741,0,spicy,all,0,,0,5,9,
3613,phirni,Pakistani,dessert,"2 cups milk, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,374,1,sweet,all,0,,0,5,11,
3614,kashmiri tea,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,300,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3615,barfi,Pakistani,dessert,"2 cups butter, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,456,1,sweet,all,0,,0,5,11,
3616,yakhni pulao,Pakistani,rice,"500g basmati rice, sugar, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",575,1,spicy,all,0,,0,4,13,
3617,masala chai,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,204,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3618,gol gappay,Pakistani,snack,"flour/besan, potato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with gol gappay specific chutneys.",295,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
3619,sattu,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,197,1,sweet,all,0,1.0,1,4,7,"bp,heart"
3620,kheer,Pakistani,dessert,"2 cups butter, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,484,1,sweet,all,0,,0,5,11,
3621,masala chai,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,60,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3622,french fries (masala),Pakistani,snack,"flour/besan, lemon, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",410,1,spicy,all,0,,0,4,13,
3623,lassi,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,74,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
3624,falooda,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,210,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
3625,phirni,Pakistani,dessert,"2 cups ghee, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,410,1,sweet,all,0,,0,5,11,
3626,sugarcane juice,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,208,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
3627,chaat,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with chaat specific chutneys.",362,1,savory,all,1,,0,4,13,diabetic
3628,mutton biryani,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",503,0,spicy,all,0,,0,4,13,
3629,plain paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",326,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3630,french fries (masala),Pakistani,snack,"flour/besan, coriander leaves, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",405,1,savory,all,0,,0,4,13,
3631,lassi,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,182,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
3632,plain boiled rice,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",405,1,savory,all,0,,0,4,13,
3633,egg fried rice,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",383,1,savory,all,1,,0,4,13,diabetic
3634,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",279,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3635,shahi tukray,Pakistani,dessert,"2 cups milk, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,427,1,sweet,all,0,,0,5,11,
3636,garlic naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",349,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3637,tandoori naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",242,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3638,chicken biryani,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",602,0,spicy,all,0,,0,4,13,
3639,doodh patti,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,63,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3640,rogan naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",154,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3641,gulab jamun,Pakistani,dessert,"2 cups ghee, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,396,1,sweet,all,0,,0,5,11,
3642,roti,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",334,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3643,french fries (masala),Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with french fries (masala) specific chutneys.",423,1,spicy,all,0,,0,4,13,
3644,kabuli pulao,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",378,1,spicy,all,1,,0,4,13,diabetic
3645,prawns tikka,Pakistani,main course,"1kg prawns, 2 green chili, 1 tbsp coriander powder, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,755,0,spicy,all,0,,0,5,9,
3646,pakora,Pakistani,snack,"flour/besan, coriander leaves, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",235,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
3647,chana pulao,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",403,1,spicy,all,0,,0,4,13,
3648,kashmiri tea,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,99,1,sweet,winter,0,1.0,1,4,7,"bp,heart"
3649,rogan naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",202,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3650,beef kofta,Pakistani,main course,"1kg beef, 2 ginger, 1 tbsp garam masala, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,935,0,spicy,all,0,,0,5,9,
3651,kashmiri chai,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,240,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3652,zarda,Pakistani,dessert,"2 cups butter, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,379,1,sweet,all,0,,0,5,11,
3653,samosa,Pakistani,snack,"flour/besan, onion, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with samosa specific chutneys.",236,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
3654,jalebi,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,506,1,sweet,all,0,,0,5,11,
3655,rogan naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",204,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3656,masala chai,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,92,1,sweet,winter,0,1.0,1,4,7,"bp,heart"
3657,rooh afza,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,155,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
3658,rooh afza,Pakistani,drink,"water/milk, sugar, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,68,1,sweet,summer,0,1.0,1,4,7,"bp,heart"
3659,barfi,Pakistani,dessert,"2 cups ghee, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,543,1,sweet,all,0,,0,5,11,
3660,mutton biryani,Pakistani,rice,"500g basmati rice, vegetables, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",504,0,spicy,all,0,,0,4,13,
3661,dahi bhallay,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with dahi bhallay specific chutneys.",215,1,savory,all,1,1.0,1,4,13,"diabetic,bp,heart"
3662,taftan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp ghee, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp ghee.",159,1,sweet,all,1,1.0,1,4,11,"diabetic,bp,heart"
3663,chaat,Pakistani,snack,"flour/besan, green chili, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with chaat specific chutneys.",446,1,spicy,all,0,,0,4,13,
3664,chicken daal,Pakistani,main course,"1kg chicken, 2 green chili, 1 tbsp garam masala, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,572,0,spicy,all,0,,0,5,9,
3665,zarda,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,468,1,sweet,all,0,,0,5,11,
3666,gajar ka halwa,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,522,1,sweet,all,0,,0,5,11,
3667,beef biryani,Pakistani,rice,"500g basmati rice, meat, whole spices, ghee","1. wash the rice multiple times until the water runs clear, then soak for 30 minutes. 2. sauté whole spices and onions in a pot until golden. 3. add the meat or vegetables with spices and cook until tender. 4. in a separate pot, boil water with salt and cook rice until 70% done. 5. layer the rice over the base, add saffron or food color. 6. seal the pot and simmer (dum) on low heat for 15-20 minutes to allow flavors to meld.",545,0,spicy,all,0,,0,4,13,
3668,gajar ka halwa,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,527,1,sweet,all,0,,0,5,11,
3669,suji ka halwa,Pakistani,dessert,"2 cups paneer, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,349,1,sweet,all,0,1.0,1,5,11,"bp,heart"
3670,pakora,Pakistani,snack,"flour/besan, tomato, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",361,1,savory,all,1,,0,4,13,diabetic
3671,shahi tukray,Pakistani,dessert,"2 cups milk, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,312,1,sweet,all,0,1.0,1,5,11,"bp,heart"
3672,lemonade,Pakistani,drink,"water/milk, salt, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,195,1,sweet,summer,1,1.0,1,4,7,"diabetic,bp,heart"
3673,roll paratha,Pakistani,snack,"flour/besan, ginger, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with roll paratha specific chutneys.",212,0,savory,all,1,1.0,0,4,13,"diabetic,bp"
3674,namak pare,Pakistani,snack,"flour/besan, spinach, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with namak pare specific chutneys.",387,1,savory,all,1,,0,4,13,diabetic
3675,plain paratha,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp butter, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp butter.",233,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3676,kashmiri chai,Pakistani,drink,"water/milk, tea leaves, ice/heat, saffron",1. mix base ingredients. 2. boil if hot drink or blend with ice if cold. 3. adjust sweetness and serve.,225,1,sweet,winter,1,1.0,1,4,7,"diabetic,bp,heart"
3677,pakora,Pakistani,snack,"flour/besan, garlic, oil for frying, spices","1. in a large bowl, mix the base ingredients with spices like cumin and chili. 2. add water slowly to achieve a thick, smooth consistency. 3. dip the prepared fillings into the batter, ensuring even coating. 4. heat oil in a deep pan and carefully drop the pieces. 5. fry on medium heat until golden brown and crispy. 6. drain excess oil and serve with pakora specific chutneys.",381,1,savory,all,1,,0,4,13,diabetic
3678,suji ka halwa,Pakistani,dessert,"2 cups cream, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,336,1,sweet,all,0,1.0,1,5,11,"bp,heart"
3679,keema naan,Pakistani,bread,"500g wheat/all-purpose flour, 1 cup water, 2 tbsp oil, salt","1. sieve the flour and add salt and water gradually. 2. knead into a soft, elastic dough and apply a thin layer of oil. 3. cover with a damp cloth and rest for 30-45 minutes. 4. divide into equal balls, roll into circles with a rolling pin. 5. cook on a preheated tawa or in a tandoor until bubbles appear, then flip and apply  2 tbsp oil.",263,1,savory,all,1,1.0,1,4,11,"diabetic,bp,heart"
3680,phirni,Pakistani,dessert,"2 cups yogurt, 1 cup sugar, cardamom, saffron, nuts",1. bring milk or water to a rolling boil in a heavy-bottomed pot. 2. add sugar and stir continuously until fully dissolved. 3. incorporate the primary flavorings like cardamom or saffron. 4. lower the heat and simmer until the mixture thickens to the desired consistency. 5. garnish with chopped nuts and raisins before serving warm or chilled.,322,1,sweet,all,0,1.0,1,5,11,"bp,heart"
3681,beef kofta,Pakistani,main course,"1kg beef, 2 ginger, 1 tbsp ajwain, oil, salt",1. sear meat with ginger-garlic. 2. add spices and tomatoes. 3. slow cook until tender. 4. garnish and serve.,832,0,spicy,all,0,,0,5,9,
